@relation 'D:\\Datasets\\datasets 2015\\libsvm\\svmguide1.dat-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute class {0,1}

@data
{0 5.742004,1 31.992,2 -0.224737,3 77.34768}
{0 3.823799,1 14.3604,2 0.305368,3 132.401}
{0 0.413002,1 42.91,2 0.348423,3 143.6182}
{0 2.042305,1 11.1518,2 0.245592,3 132.629}
{0 0.39299,1 46.52699,2 -0.105606,3 37.27443}
{0 3.962296,1 60.562,2 0.232675,3 123.9744}
{0 13.69499,1 24.993,2 0.210772,3 126.9847}
{0 2.308498,1 32.5029,2 0.128445,3 103.2181}
{0 0.965996,1 26.0164,2 0.237973,3 56.61341}
{0 3.321899,1 94.97169,2 -0.185196,3 117.116}
{0 0.159012,1 20.261,2 0.109147,3 31.04509}
{0 6.729996,1 15.627,2 -0.098739,3 119.2529}
{0 1.639008,1 72.11401,2 -0.143196,3 64.75441}
{0 1.5,1 44.379,2 0.451314,3 136.2188}
{0 0.451004,1 69.57501,2 0.21081,3 40.5182}
{0 4.421402,1 19.9681,2 -0.180756,3 92.9128}
{0 0.4459,1 21.2945,2 -0.276273,3 41.19936}
{0 4.5891,1 24.8027,2 0.257216,3 27.76287}
{0 4.5891,1 24.8027,2 0.257216,3 27.76287}
{0 0.167999,1 20.88,2 0.264395,3 39.51019}
{0 0.8713,1 12.753,2 -0.24,3 54.20462}
{0 2.415604,1 36.9326,2 -0.199673,3 70.92882}
{0 11.076,1 42.32401,2 -0.33124,3 137.9135}
{0 1.285995,1 33.564,2 0.437849,3 56.63264}
{0 0.194,1 98.19098,2 0.104971,3 28.78187}
{0 0.730995,1 10.358,2 0.13292,3 49.31014}
{0 13.7102,1 16.1046,2 0.518129,3 130.6349}
{0 13.7102,1 16.1046,2 0.518129,3 130.6349}
{0 1.020996,1 38.455,2 0.240604,3 138.5892}
{0 1.366989,1 63.356,2 -0.144728,3 57.51156}
{0 1.366989,1 63.356,2 -0.144728,3 57.51156}
{0 5.410801,1 34.1917,2 -0.296751,3 92.60792}
{0 0.3881,1 39.2994,2 0.160809,3 38.22202}
{0 4.084599,1 44.5092,2 0.246021,3 85.42275}
{0 1.204102,1 37.5797,2 -0.200699,3 63.39483}
{0 4.261597,1 38.2014,2 -0.152036,3 105.3248}
{0 4.261597,1 38.2014,2 -0.152036,3 105.3248}
{0 1.431999,1 10.165,2 0.257222,3 133.0547}
{0 0.977997,1 78.57199,2 -0.08488,3 52.25452}
{0 5.541206,1 24.0918,2 0.397698,3 131.1321}
{0 2.199005,1 33.672,2 0.336784,3 67.90204}
{0 3.479698,1 14.4045,2 0.22703,3 130.2367}
{0 6.028015,1 45.12402,2 0.300283,3 94.48386}
{0 9.69899,1 14.05,2 0.45441,3 117.2808}
{0 0.030602,1 22.0528,2 0.103318,3 31.98169}
{0 0.164398,1 29.615,2 0.249786,3 28.92744}
{0 6.332901,1 35.3499,2 0.527482,3 156.4752}
{0 1.044998,1 9.539803,2 -0.13288,3 54.74846}
{0 0.2994,1 43.26,2 0.303067,3 36.15656}
{0 0.2994,1 43.26,2 0.303067,3 36.15656}
{0 1.080994,1 43.325,2 -0.245482,3 57.21492}
{0 0.346695,1 16.3338,2 -0.158133,3 40.22156}
{0 4.229996,1 20.33299,2 0.247626,3 79.49554}
{0 9.294998,1 15.67,2 0.27208,3 121.4447}
{0 5.241898,1 9.424599,2 0.269564,3 108.8872}
{0 0.562897,1 76.8366,2 0.286526,3 43.49554}
{0 2.385998,1 124.6409,2 0.275713,3 104.7315}
{0 3.284599,1 16.8428,2 0.279278,3 116.1547}
{0 2.038696,1 22.7162,2 0.441032,3 102.6358}
{0 0.756897,1 32.135,2 0.108343,3 50.8922}
{0 0.756897,1 32.135,2 0.108343,3 50.8922}
{0 6.125603,1 47.0407,2 0.321306,3 160.7379}
{0 1.912994,1 9.46199,2 -0.25435,3 142.7173}
{0 6.183006,1 32.66401,2 0.2544,3 110.4857}
{0 13.7155,1 20.161,2 0.389503,3 143.2749}
{0 1.228027,1 69.862,2 0.199802,3 55.4873}
{0 15.9592,1 29.4112,2 -0.214455,3 53.67178}
{0 1.129005,1 38.37001,2 0.221096,3 62.18082}
{0 5.090004,1 6.386002,2 0.23868,3 103.4928}
{0 8.345703,1 27.5073,2 -0.153948,3 99.82605}
{0 1.870995,1 17.242,2 0.200021,3 80.25636}
{0 13.71,1 25.21999,2 0.160241,3 125.9437}
{0 13.71,1 25.21999,2 0.160241,3 125.9437}
{0 0.0084,1 47.2402,2 0.284065,3 31.39666}
{0 1.640297,1 35.2696,2 0.097745,3 65.28176}
{0 0.675606,1 7.580002,2 -0.231746,3 47.37926}
{0 0.044006,1 8.353302,2 -0.327189,3 9.398947}
{0 3.597,1 30.334,2 0.507398,3 139.3033}
{0 13.71021,1 21.8682,2 0.286867,3 152.3937}
{0 0.741013,1 29.526,2 -0.096958,3 48.10162}
{0 2.245987,1 27.77899,2 -0.184822,3 71.6704}
{0 0.57399,1 53.87999,2 -0.086428,3 43.73449}
{0 0.867996,1 32.54401,2 -0.247039,3 51.94141}
{0 1.219597,1 19.4301,2 0.309594,3 53.18288}
{0 2.912003,1 19.599,2 0.667586,3 179.36}
{0 1.198898,1 9.414703,2 0.502885,3 136.2847}
{0 1.398598,1 11.8044,2 -0.343422,3 70.07187}
{0 0.3265,1 18.4355,2 -0.148653,3 36.33783}
{0 2.5774,1 0.519196,2 -0.111443,3 96.21698}
{0 6.938004,1 35.093,2 0.482797,3 162.6413}
{0 2.109699,1 29.137,2 -0.292054,3 110.8922}
{0 6.561996,1 18.62999,2 -0.38492,3 114.1057}
{0 0.460602,1 46.58871,2 0.256805,3 31.36919}
{0 0.523598,1 30.1162,2 0.408497,3 137.2351}
{0 3.732704,1 22.4157,2 0.556824,3 150.1744}
{0 7.052601,1 22.3058,2 0.3991,3 138.0673}
{0 2.065994,1 26.31599,2 -0.332787,3 67.49828}
{0 3.438698,1 37.1574,2 0.21457,3 90.07004}
{0 14.89001,1 44.16901,2 0.331465,3 96.84596}
{0 4.802002,1 22.53,2 -0.193299,3 131.2172}
{0 1.279602,1 15.2079,2 0.198762,3 57.16274}
{0 0.947098,1 45.838,2 -0.06402,3 51.71618}
{0 13.7456,1 33.2929,2 0.334625,3 121.9171}
{0 0.675003,1 29.271,2 0.387801,3 46.40696}
{0 8.849098,1 32.8993,2 0.634231,3 139.8773}
{0 0.869202,1 10.4637,2 0.242478,3 53.09773}
{0 1.995399,1 15.5243,2 -0.231949,3 69.88235}
{0 4.139999,1 10.093,2 0.210111,3 130.385}
{0 2.328003,1 29.3124,2 0.337395,3 76.2298}
{0 3.112,1 71.47101,2 0.175675,3 137.117}
{0 2.313301,1 20.8989,2 0.681031,3 155.1403}
{0 0.817894,1 34.4388,2 0.466791,3 53.47128}
{0 1.261993,1 35.106,2 0.434189,3 44.93202}
{0 2.971001,1 18.408,2 0.405428,3 127.7702}
{0 2.584694,1 4.196495,2 0.357076,3 92.07782}
{0 0.388897,1 14.7486,2 -0.134077,3 38.90318}
{0 4.924988,1 29.37199,2 0.16657,3 88.90273}
{0 15.87109,1 24.00629,2 -0.545861,3 66.16342}
{0 0.576996,1 58.36099,2 0.175469,3 44.32776}
{0 0.231903,1 14.7877,2 -0.195238,3 32.64637}
{0 3.9119,1 34.7246,2 -0.078507,3 107.371}
{0 13.711,1 46.07201,2 0.402313,3 145.8293}
{0 5.197006,1 19.138,2 0.325607,3 99.24101}
{0 1.284801,1 30.9969,2 0.439186,3 132.5686}
{0 6.676994,1 9.720001,2 0.325653,3 126.0838}
{0 13.7101,1 35.7707,2 -0.238651,3 150.6688}
{0 4.129005,1 18.57201,2 0.296222,3 127.7565}
{0 0.904999,1 34.12599,2 -0.176726,3 51.26574}
{0 1.473099,1 31.8522,2 0.317555,3 88.40284}
{0 0.046997,1 20.907,2 0.291794,3 29.41634}
{0 1.4673,1 16.7366,2 -0.166339,3 49.64523}
{0 2.049,1 29.549,2 -0.301088,3 100.8753}
{0 12.4547,1 22.5278,2 0.45764,3 128.2014}
{0 3.160099,1 47.7369,2 0.432331,3 134.5654}
{0 15.7017,1 35.902,2 0.25255,3 62.71916}
{0 1.948799,1 30.243,2 -0.196342,3 76.79836}
{0 0.35199,1 18.187,2 0.245707,3 50.96086}
{0 1.756798,1 25.0618,2 0.502603,3 94.38773}
{0 0.4025,1 20.4413,2 0.122296,3 39.83429}
{0 13.7104,1 4.991295,2 0.399864,3 154.5827}
{0 0.917999,1 10.9805,2 0.149647,3 133.9117}
{0 1.633202,1 -2.939201,2 0.396256,3 116.4816}
{0 13.7102,1 33.9523,2 -0.312776,3 141.4209}
{0 13.7102,1 33.9523,2 -0.312776,3 141.4209}
{0 0.176994,1 10.505,2 0.105077,3 30.66056}
{0 2.1203,1 24.6956,2 0.158933,3 115.512}
{0 0.4287,1 59.6324,2 0.435353,3 105.8933}
{0 9.849998,1 25.712,2 0.361504,3 122.4033}
{0 5.2635,1 34.4853,2 -0.156669,3 130.7668}
{0 2.614502,1 43.47971,2 -0.114139,3 72.00549}
{0 1.5298,1 30.9652,2 -0.172608,3 69.29733}
{0 7.250999,1 49.57999,2 0.445713,3 147.7821}
{0 0.297997,1 5.195999,2 0.272027,3 119.7968}
{0 0.693901,1 20.3874,2 0.305594,3 47.36827}
{0 1.292,1 29.598,2 -0.25295,3 37.28542}
{0 1.246902,1 29.1368,2 0.372971,3 57.86038}
{0 0.146011,1 55.425,2 0.348367,3 31.01762}
{0 6.924698,1 34.1393,2 -0.372709,3 169.3596}
{0 6.924698,1 34.1393,2 -0.372709,3 169.3596}
{0 3.434097,1 24.8471,2 -0.30439,3 102.71}
{0 2.332993,1 7.548996,2 0.190176,3 70.50034}
{0 4.377991,1 57.29999,2 -0.062695,3 78.78691}
{0 1.373993,1 4.895004,2 -0.21225,3 59.02769}
{0 0.180901,1 8.669304,2 0.094093,3 48.27741}
{0 5.017498,1 19.2651,2 0.440097,3 103.9899}
{0 13.71021,1 19.62151,2 0.266809,3 131.4726}
{0 0.854996,1 54.347,2 -0.132808,3 50.36209}
{0 19.048,1 25.202,2 0.234449,3 66.16068}
{0 2.505997,1 24.852,2 0.253473,3 100.6555}
{0 2.505997,1 24.852,2 0.253473,3 100.6555}
{0 1.184799,1 50.3544,2 0.216319,3 57.09682}
{0 0.892304,1 28.0299,2 0.456453,3 53.29824}
{0 2.528999,1 52.4549,2 0.179805,3 60.95857}
{0 1.624794,1 40.2857,2 0.390898,3 65.07851}
{0 5.487,1 23.22801,2 -0.389198,3 141.138}
{0 0.510002,1 15.328,2 0.428897,3 145.3486}
{0 0.891998,1 37.013,2 0.321287,3 112.2161}
{0 0.4459,1 14.6303,2 0.277218,3 40.46326}
{0 0.753998,1 26.51499,2 -0.176492,3 92.05859}
{0 0.753998,1 26.51499,2 -0.176492,3 92.05859}
{0 0.753998,1 26.51499,2 -0.176492,3 92.05859}
{0 1.780991,1 61.722,2 0.166899,3 63.67224}
{0 6.372986,1 65.17599,2 0.126286,3 101.6608}
{0 0.020004,1 28.657,2 -0.354304,3 16.73518}
{0 0.763992,1 38.649,2 0.184325,3 48.40101}
{0 3.188995,1 22.50499,2 0.449107,3 144.6537}
{0 7.805901,1 26.9708,2 -0.460443,3 160.9851}
{0 3.880005,1 19.0358,2 0.170318,3 63.55413}
{0 5.209999,1 87.937,2 0.1528,3 58.55802}
{0 1.103104,1 12.5926,2 -0.265245,3 71.64843}
{0 0.246002,1 19.96201,2 0.2071,3 32.55299}
{0 3.7258,1 45.0713,2 0.515419,3 147.0817}
{0 1.544998,1 43.10199,2 -0.236236,3 60.69215}
{0 1.111298,1 38.3173,2 0.35384,3 76.91371}
{0 2.419304,1 8.472504,2 0.294975,3 106.6679}
{0 0.791,1 34.19401,2 -0.207891,3 52.02655}
{0 2.723301,1 53.7347,2 -0.25512,3 68.9897}
{0 0.446999,1 35.9823,2 0.178547,3 48.1181}
{0 0.446999,1 35.9823,2 0.178547,3 48.1181}
{0 0.097,1 43.028,2 0.357136,3 23.02769}
{0 0.185494,1 32.4558,2 0.463328,3 35.11559}
{0 0.185494,1 32.4558,2 0.463328,3 35.11559}
{0 1.015991,1 33.504,2 -0.34856,3 55.26207}
{0 7.232704,1 17.90501,2 0.362155,3 36.91463}
{0 3.8339,1 57.9358,2 0.304809,3 87.80957}
{0 0.899002,1 38.40401,2 -0.213667,3 53.19387}
{0 0.7458,1 32.4779,2 -0.084004,3 113.3202}
{0 6.5807,1 29.8843,2 0.449417,3 132}
{0 13.661,1 30.40701,2 0.496679,3 144.2142}
{0 0.992104,1 23.8549,2 0.353483,3 129.322}
{0 1.524605,1 31.1203,2 0.097402,3 58.77226}
{0 1.524605,1 31.1203,2 0.097402,3 58.77226}
{0 2.042,1 14.198,2 0.279861,3 104.6271}
{0 1.8932,1 21.1588,2 -0.105382,3 57.64889}
{0 0.746201,1 20.2896,2 0.437811,3 114.2788}
{0 1.029999,1 9.628998,2 0.199869,3 53.36141}
{0 0.589195,1 42.09869,2 -0.18898,3 46.20096}
{0 3.395096,1 16.17329,2 0.570681,3 134.5351}
{0 3.324997,1 22.30499,2 0.333191,3 138.3749}
{0 13.8642,1 28.93069,2 0.139901,3 98.21927}
{0 3.429001,1 21.965,2 0.519156,3 172.1117}
{0 7.564987,1 1.000992,2 0.49317,3 135.7107}
{0 0.675198,1 39.3165,2 -0.146678,3 51.6173}
{0 0.106995,1 70.748,2 0.210076,3 23.7995}
{0 5.65802,1 26.82602,2 0.282557,3 92.18494}
{0 0.273987,1 15.618,2 0.272496,3 34.03616}
{0 0.800598,1 20.2275,2 -0.274486,3 51.12566}
{0 0.509979,1 55.54199,2 -0.376032,3 41.59762}
{0 4.799198,1 24.9484,2 0.24281,3 142.5333}
{0 4.143997,1 42.5366,2 0.512116,3 145.3815}
{0 5.356705,1 39.7347,2 0.379311,3 160.3754}
{0 5.356705,1 39.7347,2 0.379311,3 160.3754}
{0 5.07399,1 30.506,2 0.345329,3 146.612}
{0 4.751991,1 6.241997,2 0.232496,3 102.0014}
{0 2.399696,1 11.4986,2 0.262801,3 71.83795}
{0 1.771996,1 21.6955,2 -0.202909,3 98.233}
{0 0.886993,1 39.23398,2 -0.278443,3 52.59785}
{0 4.8703,1 22.72559,2 0.499014,3 155.989}
{0 4.580002,1 13.9813,2 0.267948,3 121.8567}
{0 0.949699,1 16.50179,2 -0.242155,3 53.56466}
{0 3.733601,1 35.5936,2 -0.196614,3 98.70267}
{0 3.698105,1 32.834,2 0.445051,3 136.1776}
{0 0.409798,1 17.5494,2 -0.269606,3 42.16892}
{0 5.260002,1 18.912,2 -0.33922,3 96.02472}
{0 2.036987,1 22.045,2 0.149198,3 68.44587}
{0 0.133301,1 27.5919,2 0.307386,3 27.49371}
{0 8.850296,1 22.3688,2 0.209763,3 150.4353}
{0 2.940002,1 29.35699,2 0.40773,3 85.9913}
{0 1.714005,1 35.47391,2 0.533095,3 93.66811}
{0 5.021198,1 41.2219,2 -0.359661,3 89.70199}
{0 0.454407,1 31.493,2 0.146949,3 44.53376}
{0 0.454407,1 31.493,2 0.146949,3 44.53376}
{0 0.786011,1 41.826,2 0.336201,3 41.87503}
{0 0.116802,1 33.6731,2 0.19888,3 125.3642}
{0 0.689003,1 53.28,2 0.184233,3 47.36278}
{0 0.689003,1 53.28,2 0.184233,3 47.36278}
{0 15.4843,1 34.27229,2 0.329887,3 117.3742}
{0 0.3806,1 46.7886,2 -0.206961,3 38.13413}
{0 1.6978,1 48.8621,2 0.185813,3 62.46098}
{0 1.6978,1 48.8621,2 0.185813,3 62.46098}
{0 2.122299,1 18.84219,2 -0.116511,3 73.03548}
{0 1.466904,1 19.2855,2 0.198915,3 61.29915}
{0 1.189598,1 50.5366,2 -0.101976,3 56.41291}
{0 0.751801,1 17.0703,2 0.335751,3 109.4118}
{0 0.673599,1 48.4847,2 0.170904,3 46.70634}
{0 17.55,1 51.729,2 0.2357,3 95.86816}
{0 0.955002,1 7.641006,2 0.153081,3 50.05997}
{0 0.555603,1 23.5071,2 0.349045,3 43.80865}
{0 0.555603,1 23.5071,2 0.349045,3 43.80865}
{0 0.555603,1 23.5071,2 0.349045,3 43.80865}
{0 0.816898,1 18.6885,2 -0.144123,3 124.3177}
{0 0.816898,1 18.6885,2 -0.144123,3 124.3177}
{0 0.548897,1 29.7238,2 0.518362,3 43.40215}
{0 4.587006,1 26.45801,2 0.302052,3 172.8231}
{0 13.71001,1 42.23201,2 0.382821,3 165.4099}
{0 1.925095,1 27.8848,2 0.448102,3 102.0041}
{0 1.925095,1 27.8848,2 0.448102,3 102.0041}
{0 4.063103,1 50.4408,2 0.119653,3 104.726}
{0 1.416992,1 34.276,2 0.375145,3 91.94873}
{0 2.754303,1 28.87251,2 0.160923,3 81.68459}
{0 1.258202,1 20.8487,2 -0.140573,3 58.08835}
{0 1.425797,1 40.27869,2 0.375867,3 64.56763}
{0 6.440002,1 19.911,2 0.353737,3 112.7242}
{0 1.347,1 75.974,2 0.475738,3 156.5988}
{0 1.428009,1 13.817,2 0.285604,3 66.83635}
{0 1.268196,1 18.6547,2 0.173317,3 113.6251}
{0 0.613205,1 28.127,2 0.138966,3 53.09224}
{0 16.2509,1 37.0375,2 0.338497,3 35.6347}
{0 4.674202,1 33.0247,2 0.572121,3 150.8254}
{0 13.7102,1 34.3324,2 0.349554,3 131.6265}
{0 5.46402,1 46.86502,2 0.229533,3 128.5722}
{0 5.46402,1 46.86502,2 0.229533,3 128.5722}
{0 1.092102,1 13.7237,2 0.349992,3 99.79034}
{0 1.684006,1 40.29201,2 0.222496,3 71.84894}
{0 2.108398,1 21.888,2 -0.32787,3 168.3571}
{0 4.879005,1 19.21,2 -0.267609,3 130.2834}
{0 16.031,1 44.674,2 -0.164398,3 110.3401}
{0 0.5294,1 33.2141,2 -0.187858,3 45.46761}
{0 2.328995,1 27.3457,2 0.278252,3 94.26688}
{0 0.310997,1 46.476,2 0.403194,3 35.48363}
{0 3.393707,1 33.4477,2 0.320933,3 153.984}
{0 3.014984,1 37.70001,2 0.486002,3 147.0268}
{0 4.9608,1 41.2747,2 0.655408,3 156.5631}
{0 1.027901,1 10.68681,2 0.345112,3 119.8215}
{0 1.027901,1 10.68681,2 0.345112,3 119.8215}
{0 0.399597,1 16.3099,2 0.250742,3 38.91692}
{0 2.214798,1 15.8894,2 -0.198803,3 84.77455}
{0 1.319,1 35.36,2 0.350202,3 43.84436}
{0 2.5439,1 25.9832,2 -0.186263,3 128.0641}
{0 4.458008,1 2.743011,2 0.160888,3 54.73198}
{0 4.458008,1 2.743011,2 0.160888,3 54.73198}
{0 0.2234,1 20.6118,2 0.501724,3 34.97826}
{0 1.129997,1 47.221,2 0.266881,3 55.42962}
{0 0.080002,1 51.567,2 0.35234,3 27.95514}
{0 1.6017,1 13.9285,2 0.179234,3 68.73151}
{0 3.024895,1 22.1216,2 0.337404,3 124.1913}
{0 3.522202,1 37.7096,2 -0.25241,3 151.8224}
{0 2.529999,1 22.45799,2 0.307434,3 127.5917}
{0 0.360001,1 36.23399,2 -0.313444,3 38.12039}
{0 2.328003,1 18.36301,2 0.159588,3 68.10254}
{0 0.116005,1 10.209,2 0.312787,3 144.3214}
{0 1.177002,1 30.36299,2 0.341958,3 72.28291}
{0 15.9721,1 14.3841,2 0.221422,3 68.76173}
{0 6.539696,1 40.0201,2 -0.304094,3 142.753}
{0 13.728,1 64.9064,2 -0.271917,3 156.3104}
{0 3.022102,1 10.2533,2 -0.44572,3 142.0966}
{0 0.641998,1 31.0681,2 0.217931,3 45.22866}
{0 0.2192,1 28.3112,2 0.081863,3 58.64042}
{0 0.1605,1 31.6178,2 0.212659,3 30.42985}
{0 6.298897,1 19.1769,2 0.295795,3 110.9581}
{0 4.505997,1 27.8059,2 0.308523,3 105.3687}
{0 3.704498,1 47.5499,2 0.227567,3 83.26665}
{0 1.294102,1 25.4223,2 -0.08434,3 73.22499}
{0 0.833,1 46.936,2 0.261472,3 49.67819}
{0 6.868301,1 12.9603,2 0.268871,3 105.8412}
{0 1.917007,1 23.563,2 -0.175601,3 65.4905}
{0 1.532196,1 27.7351,2 -0.144304,3 77.38888}
{0 8.144005,1 27.303,2 0.3921,3 123.7766}
{0 0.777,1 23.306,2 0.356034,3 138.8885}
{0 1.909096,1 12.3131,2 0.195936,3 43.22087}
{0 1.344398,1 20.1356,2 -0.562698,3 134.7878}
{0 1.8228,1 21.1539,2 0.5362,3 143.9231}
{0 2.771996,1 20.6213,2 0.20672,3 78.5452}
{0 0.604103,1 37.68591,2 0.37252,3 157.4282}
{0 1.010197,1 31.2084,2 -0.179596,3 65.95468}
{0 4.526001,1 73.46001,2 0.107726,3 81.01167}
{0 5.067398,1 37.4254,2 0.515583,3 171.8178}
{0 8.225006,1 36.71002,2 0.478259,3 153.561}
{0 0.263001,1 29.31299,2 0.345972,3 35.21996}
{0 2.286797,1 27.2701,2 0.223285,3 114.7567}
{0 1.885101,1 26.7929,2 0.362442,3 137.7102}
{0 1.242302,1 37.154,2 -0.171206,3 119.9396}
{0 1.242302,1 37.154,2 -0.171206,3 119.9396}
{0 1.117004,1 39.133,2 -0.29858,3 49.32113}
{0 2.341896,1 26.88879,2 -0.347448,3 107.2996}
{0 3.470001,1 22.498,2 0.420412,3 133.0657}
{0 22.31,1 35.75999,2 0.583441,3 157.8814}
{0 11.49199,1 25.63899,2 0.549018,3 159.3536}
{0 19.7324,1 11.17039,2 -0.141089,3 77.12794}
{0 20.607,1 39.10801,2 0.335062,3 115.3994}
{0 21.6797,1 50.2304,2 0.477466,3 136.4221}
{0 18.05099,1 17.769,2 0.22021,3 62.82902}
{0 16.62,1 26.436,2 0.217714,3 39.47723}
{0 16.901,1 73.67902,2 -0.18469,3 45.76974}
{0 17.95801,1 34.95901,2 0.266179,3 127.8279}
{0 17.668,1 29.55299,2 0.102608,3 60.01373}
{0 97.4819,1 32.53191,2 0.512916,3 116.704}
{0 16.523,1 19.19199,2 0.289106,3 37.07393}
{0 16.2769,1 25.8857,2 -0.575944,3 148.3149}
{0 18.6692,1 22.8167,2 -0.178681,3 70.05539}
{0 17.0438,1 15.7412,2 -0.301172,3 180}
{0 16.5331,1 42.4655,2 0.273484,3 36.87068}
{0 17.43001,1 54.649,2 0.307003,3 152.3854}
{0 16.71391,1 8.749901,2 0.428136,3 42.49577}
{0 17.9939,1 54.8299,2 0.415186,3 86.46098}
{0 17.564,1 18.105,2 -0.322572,3 146.4472}
{0 16.0153,1 29.9716,2 0.167198,3 34.84642}
{0 17.4127,1 51.1907,2 0.364342,3 62.12039}
{0 18.15001,1 6.917007,2 0.471239,3 80.80568}
{0 19.9075,1 21.0055,2 0.36161,3 115.4461}
{0 16.7,1 30.365,2 0.387599,3 135.7052}
{0 16.6586,1 33.35259,2 -0.140379,3 39.85626}
{0 15.801,1 14.952,2 0.239686,3 132.2582}
{0 16.502,1 26.521,2 0.389647,3 35.84344}
{0 18.3487,1 36.792,2 0.35786,3 74.36485}
{0 16.4054,1 25.4741,2 -0.142096,3 32.12451}
{0 17.4049,1 40.646,2 -0.423023,3 58.4152}
{0 22.705,1 32.44501,2 0.529498,3 159.4827}
{0 18.21001,1 34.595,2 0.181184,3 64.99886}
{0 18.044,1 26.923,2 -0.193771,3 67.27032}
{0 20.243,1 27.185,2 0.64057,3 155.3463}
{0 16.1382,1 16.6209,2 0.478751,3 157.5766}
{0 20.0651,1 42.3834,2 0.372288,3 129.2891}
{0 19.35701,1 31.899,2 0.197156,3 122.1918}
{0 15.2209,1 14.6299,2 -0.489277,3 144.1511}
{0 13.55399,1 32.952,2 0.127243,3 121.1289}
{0 19.25121,1 26.5988,2 0.472497,3 154.3328}
{0 17.2409,1 17.9517,2 -0.111111,3 53.84481}
{0 19.2863,1 9.807899,2 0.156725,3 78.0563}
{0 18.0386,1 67.4476,2 0.111,3 61.24971}
{0 18.551,1 33.048,2 -0.103596,3 96.90913}
{0 19.10889,1 44.8389,2 0.147819,3 80.46235}
{0 18.9737,1 13.8888,2 0.344959,3 105.377}
{0 18.0362,1 24.6143,2 0.144251,3 111.1009}
{0 16.77701,1 41.84601,2 0.211174,3 50.86747}
{0 125.118,1 24.035,2 0.255039,3 52.01831}
{0 21.4678,1 36.6598,2 0.420333,3 138.103}
{0 18.16901,1 60.94701,2 0.146873,3 64.46052}
{0 18.66101,1 26.55901,2 0.443741,3 68.31678}
{0 19.841,1 14.817,2 0.125428,3 68.18219}
{0 16.3566,1 21.827,2 -0.111458,3 43.36644}
{0 16.61601,1 20.77501,2 -0.290181,3 40.17762}
{0 16.203,1 36.471,2 0.321266,3 23.90661}
{0 17.8397,1 20.9796,2 -0.286193,3 140.5145}
{0 17.0737,1 10.3738,2 0.116439,3 49.45846}
{0 20.921,1 50.76299,2 0.390569,3 108.239}
{0 19.6395,1 28.248,2 -0.393757,3 153.0529}
{0 16.47501,1 38.272,2 -0.289988,3 35.62096}
{0 17.5498,1 7.841805,2 0.443855,3 134.6478}
{0 27.97701,1 78.649,2 0.154456,3 48.33783}
{0 17.4202,1 18.4992,2 0.1527,3 54.32547}
{0 17.1262,1 12.6052,2 0.350039,3 142.819}
{0 21.8991,1 27.198,2 0.280433,3 86.55436}
{0 18.022,1 39.30299,2 0.304779,3 96.16754}
{0 18.65881,1 46.6732,2 0.429271,3 116.9238}
{0 17.6139,1 20.0149,2 -0.123143,3 58.95903}
{0 19.3665,1 35.4688,2 0.317228,3 143.5331}
{0 18.8517,1 15.6548,2 -0.422575,3 112.6473}
{0 16.379,1 11.789,2 0.256041,3 37.45846}
{0 16.3,1 11.8,2 -0.139936,3 33.34676}
{0 19.03139,1 46.4494,2 -0.160656,3 69.31106}
{0 18.40802,1 35.39102,2 0.210164,3 126.114}
{0 16.78249,1 25.28149,2 0.330027,3 43.65759}
{0 14.7314,1 36.81239,2 0.337686,3 96.7718}
{0 18.97,1 27.10501,2 -0.184893,3 70.32731}
{0 16.85561,1 12.8494,2 0.62356,3 161.5399}
{0 19.99699,1 18.00101,2 0.259601,3 89.62234}
{0 16.9288,1 13.8427,2 -0.363734,3 43.81964}
{0 18.05,1 39.478,2 -0.411376,3 45.06111}
{0 17.70271,1 48.2484,2 -0.348743,3 59.393}
{0 20.5736,1 19.0806,2 0.439567,3 112.2655}
{0 17.9049,1 21.9316,2 0.294851,3 91.36095}
{0 16.735,1 38.787,2 -0.171166,3 43.53674}
{0 19.5911,1 8.789604,2 -0.07545,3 73.50515}
{0 18.9485,1 24.0251,2 0.171946,3 57.69833}
{0 18.586,1 39.34001,2 0.317126,3 130.6899}
{0 17.065,1 34.98999,2 0.150013,3 50.16983}
{0 17.15,1 64.635,2 0.06428,3 48.13459}
{0 16.9527,1 75.6114,2 0.126925,3 60.02472}
{0 17.6235,1 19.2263,2 0.364505,3 126.721}
{0 17.3611,1 27.3889,2 0.266215,3 57.29183}
{0 18.315,1 36.961,2 0.213478,3 69.22316}
{0 18.8657,1 24.3917,2 0.32595,3 89.07851}
{0 20.606,1 -2.084,2 0.40802,3 137.1499}
{0 22.8332,1 25.7222,2 -0.114222,3 102.4683}
{0 20.7608,1 20.2318,2 0.31651,3 122.7137}
{0 17.341,1 14.59801,2 0.217539,3 53.0071}
{0 18.54401,1 10.10699,2 0.211275,3 83.63744}
{0 58.4873,1 33.1775,2 0.463461,3 180}
{0 16.15269,1 22.6337,2 0.37553,3 136.4083}
{0 17.091,1 44.73901,2 0.183207,3 49.40078}
{0 20.084,1 35.60699,2 0.337743,3 83.91486}
{0 17.4491,1 29.0121,2 -0.088011,3 62.46098}
{0 18.25101,1 17.965,2 0.350835,3 129.2671}
